Model,MDO3052
Firmware Version,1.14

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,2e-06
Horizontal Delay,4.98e-06
Sample Interval,2e-09
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Vertical Position,-0.92
,
,
,
Label,
TIME,CH1
4.728000e-06,-0.056
4.730000e-06,-0.052
4.732000e-06,-0.056
4.734000e-06,-0.052
4.736000e-06,-0.056
4.738000e-06,-0.052
4.740000e-06,-0.06
4.742000e-06,-0.056
4.744000e-06,-0.06
4.746000e-06,-0.058
4.748000e-06,-0.06
4.750000e-06,-0.058
4.752000e-06,-0.062
4.754000e-06,-0.06
4.756000e-06,-0.062
4.758000e-06,-0.06
4.760000e-06,-0.064
4.762000e-06,-0.058
4.764000e-06,-0.064
4.766000e-06,-0.06
4.768000e-06,-0.062
4.770000e-06,-0.06
4.772000e-06,-0.06
4.774000e-06,-0.058
4.776000e-06,-0.06
4.778000e-06,-0.054
4.780000e-06,-0.056
4.782000e-06,-0.05
4.784000e-06,-0.05
4.786000e-06,-0.044
4.788000e-06,-0.042
4.790000e-06,-0.032
4.792000e-06,-0.03
4.794000e-06,0
4.796000e-06,0.006
4.798000e-06,0.078
4.800000e-06,0.084
4.802000e-06,0.144
4.804000e-06,0.146
4.806000e-06,0.164
4.808000e-06,0.14
4.810000e-06,0.16
4.812000e-06,0.116
4.814000e-06,0.136
4.816000e-06,0.108
4.818000e-06,0.116
4.820000e-06,0.104
4.822000e-06,0.11
4.824000e-06,0.096
4.826000e-06,0.106
4.828000e-06,0.082
4.830000e-06,0.094
4.832000e-06,0.07
4.834000e-06,0.08
4.836000e-06,0.06
4.838000e-06,0.068
4.840000e-06,0.054
4.842000e-06,0.058
4.844000e-06,0.046
4.846000e-06,0.052
4.848000e-06,0.038
4.850000e-06,0.044
4.852000e-06,0.03
4.854000e-06,0.038
4.856000e-06,0.022
4.858000e-06,0.028
4.860000e-06,0.014
4.862000e-06,0.02
4.864000e-06,0.008
4.866000e-06,0.016
4.868000e-06,-0.002
4.870000e-06,0.008
4.872000e-06,-0.006
4.874000e-06,0
4.876000e-06,-0.014
4.878000e-06,-0.004
4.880000e-06,-0.018
4.882000e-06,-0.012
4.884000e-06,-0.022
4.886000e-06,-0.018
4.888000e-06,-0.028
4.890000e-06,-0.024
4.892000e-06,-0.032
4.894000e-06,-0.026
4.896000e-06,-0.036
4.898000e-06,-0.032
4.900000e-06,-0.038
4.902000e-06,-0.034
4.904000e-06,-0.044
4.906000e-06,-0.038
4.908000e-06,-0.048
4.910000e-06,-0.042
4.912000e-06,-0.05
4.914000e-06,-0.044
4.916000e-06,-0.05
4.918000e-06,-0.048
4.920000e-06,-0.052
4.922000e-06,-0.048
4.924000e-06,-0.056
4.926000e-06,-0.05
4.928000e-06,-0.056
4.930000e-06,-0.052
4.932000e-06,-0.056
4.934000e-06,-0.054
4.936000e-06,-0.058
4.938000e-06,-0.052
4.940000e-06,-0.06
4.942000e-06,-0.056
4.944000e-06,-0.058
4.946000e-06,-0.056
4.948000e-06,-0.06
4.950000e-06,-0.058
4.952000e-06,-0.062
4.954000e-06,-0.058
4.956000e-06,-0.064
4.958000e-06,-0.058
4.960000e-06,-0.062
4.962000e-06,-0.06
4.964000e-06,-0.062
4.966000e-06,-0.058
4.968000e-06,-0.062
4.970000e-06,-0.058
4.972000e-06,-0.06
4.974000e-06,-0.056
4.976000e-06,-0.058
4.978000e-06,-0.054
4.980000e-06,-0.056
4.982000e-06,-0.05
4.984000e-06,-0.048
4.986000e-06,-0.042
4.988000e-06,-0.042
4.990000e-06,-0.034
4.992000e-06,-0.03
4.994000e-06,0
4.996000e-06,0.008
4.998000e-06,0.074
5.000000e-06,0.082
5.002000e-06,0.144
5.004000e-06,0.148
5.006000e-06,0.162
5.008000e-06,0.142
5.010000e-06,0.16
5.012000e-06,0.116
5.014000e-06,0.136
5.016000e-06,0.108
5.018000e-06,0.114
5.020000e-06,0.104
5.022000e-06,0.108
5.024000e-06,0.092
5.026000e-06,0.104
5.028000e-06,0.082
5.030000e-06,0.094
5.032000e-06,0.068
5.034000e-06,0.082
5.036000e-06,0.06
5.038000e-06,0.068
5.040000e-06,0.052
5.042000e-06,0.058
5.044000e-06,0.046
5.046000e-06,0.052
5.048000e-06,0.038
5.050000e-06,0.044
5.052000e-06,0.026
5.054000e-06,0.038
5.056000e-06,0.02
5.058000e-06,0.028
5.060000e-06,0.016
5.062000e-06,0.024
5.064000e-06,0.008
5.066000e-06,0.016
5.068000e-06,0
5.070000e-06,0.008
5.072000e-06,-0.006
5.074000e-06,0
5.076000e-06,-0.012
5.078000e-06,-0.006
5.080000e-06,-0.018
5.082000e-06,-0.012
5.084000e-06,-0.022
5.086000e-06,-0.016
5.088000e-06,-0.026
5.090000e-06,-0.022
5.092000e-06,-0.034
5.094000e-06,-0.026
5.096000e-06,-0.036
5.098000e-06,-0.032
5.100000e-06,-0.04
5.102000e-06,-0.034
5.104000e-06,-0.044
5.106000e-06,-0.038
5.108000e-06,-0.046
5.110000e-06,-0.044
5.112000e-06,-0.05
5.114000e-06,-0.046
5.116000e-06,-0.052
5.118000e-06,-0.048
5.120000e-06,-0.052
5.122000e-06,-0.048
5.124000e-06,-0.052
5.126000e-06,-0.05
5.128000e-06,-0.054
5.130000e-06,-0.052
5.132000e-06,-0.056
5.134000e-06,-0.052
5.136000e-06,-0.058
5.138000e-06,-0.054
5.140000e-06,-0.058
5.142000e-06,-0.056
5.144000e-06,-0.06
5.146000e-06,-0.058
5.148000e-06,-0.06
5.150000e-06,-0.058
5.152000e-06,-0.062
5.154000e-06,-0.058
5.156000e-06,-0.062
5.158000e-06,-0.058
5.160000e-06,-0.062
5.162000e-06,-0.06
5.164000e-06,-0.062
5.166000e-06,-0.06
5.168000e-06,-0.062
5.170000e-06,-0.058
5.172000e-06,-0.06
5.174000e-06,-0.056
5.176000e-06,-0.058
5.178000e-06,-0.054
5.180000e-06,-0.056
5.182000e-06,-0.048
5.184000e-06,-0.048
5.186000e-06,-0.042
5.188000e-06,-0.042
5.190000e-06,-0.032
5.192000e-06,-0.032
5.194000e-06,0.002
5.196000e-06,0.006
5.198000e-06,0.074
5.200000e-06,0.082
5.202000e-06,0.142
5.204000e-06,0.148
5.206000e-06,0.164
5.208000e-06,0.14
5.210000e-06,0.158
5.212000e-06,0.116
5.214000e-06,0.136
5.216000e-06,0.108
5.218000e-06,0.116
5.220000e-06,0.104
5.222000e-06,0.11
5.224000e-06,0.096
5.226000e-06,0.104
5.228000e-06,0.08
5.230000e-06,0.094
5.232000e-06,0.07
5.234000e-06,0.08
5.236000e-06,0.058
5.238000e-06,0.066
5.240000e-06,0.052
5.242000e-06,0.06
5.244000e-06,0.046
5.246000e-06,0.052
5.248000e-06,0.038
5.250000e-06,0.046
5.252000e-06,0.028
5.254000e-06,0.036
5.256000e-06,0.024
5.258000e-06,0.03
5.260000e-06,0.016
5.262000e-06,0.022
5.264000e-06,0.008
5.266000e-06,0.016
5.268000e-06,0.002
5.270000e-06,0.008
5.272000e-06,-0.008
5.274000e-06,0
5.276000e-06,-0.012
5.278000e-06,-0.006
5.280000e-06,-0.018
5.282000e-06,-0.01
5.284000e-06,-0.024
5.286000e-06,-0.016
5.288000e-06,-0.028
5.290000e-06,-0.024
5.292000e-06,-0.032
5.294000e-06,-0.026
5.296000e-06,-0.038
5.298000e-06,-0.032
5.300000e-06,-0.04
5.302000e-06,-0.036
5.304000e-06,-0.044
5.306000e-06,-0.038
5.308000e-06,-0.048
5.310000e-06,-0.044
5.312000e-06,-0.05
5.314000e-06,-0.046
5.316000e-06,-0.05
5.318000e-06,-0.046
5.320000e-06,-0.052
5.322000e-06,-0.048
5.324000e-06,-0.052
5.326000e-06,-0.048
5.328000e-06,-0.056
5.330000e-06,-0.052
5.332000e-06,-0.056
5.334000e-06,-0.052
5.336000e-06,-0.058
5.338000e-06,-0.052
5.340000e-06,-0.058
5.342000e-06,-0.054
5.344000e-06,-0.06
5.346000e-06,-0.056
5.348000e-06,-0.06
5.350000e-06,-0.058
5.352000e-06,-0.062
5.354000e-06,-0.058
5.356000e-06,-0.062
5.358000e-06,-0.058
5.360000e-06,-0.064
5.362000e-06,-0.06
5.364000e-06,-0.062
5.366000e-06,-0.058
5.368000e-06,-0.062
5.370000e-06,-0.058
5.372000e-06,-0.062
5.374000e-06,-0.058
5.376000e-06,-0.058
5.378000e-06,-0.054
5.380000e-06,-0.054
5.382000e-06,-0.048
5.384000e-06,-0.05
5.386000e-06,-0.044
5.388000e-06,-0.042
5.390000e-06,-0.032
5.392000e-06,-0.032
5.394000e-06,0
5.396000e-06,0.006
5.398000e-06,0.074
5.400000e-06,0.08
5.402000e-06,0.142
5.404000e-06,0.146
5.406000e-06,0.162
5.408000e-06,0.14
5.410000e-06,0.158
5.412000e-06,0.116
5.414000e-06,0.136
5.416000e-06,0.108
5.418000e-06,0.114
5.420000e-06,0.104
5.422000e-06,0.108
5.424000e-06,0.096
5.426000e-06,0.104
5.428000e-06,0.082
5.430000e-06,0.094
5.432000e-06,0.07
5.434000e-06,0.08
5.436000e-06,0.06
5.438000e-06,0.07
5.440000e-06,0.052
5.442000e-06,0.058
5.444000e-06,0.044
5.446000e-06,0.052
5.448000e-06,0.036
5.450000e-06,0.044
5.452000e-06,0.03
5.454000e-06,0.036
5.456000e-06,0.022
5.458000e-06,0.028
5.460000e-06,0.016
5.462000e-06,0.022
5.464000e-06,0.006
5.466000e-06,0.014
5.468000e-06,0
5.470000e-06,0.008
5.472000e-06,-0.008
5.474000e-06,0
5.476000e-06,-0.012
5.478000e-06,-0.006
5.480000e-06,-0.018
5.482000e-06,-0.014
5.484000e-06,-0.022
5.486000e-06,-0.018
5.488000e-06,-0.03
5.490000e-06,-0.02
5.492000e-06,-0.032
5.494000e-06,-0.026
5.496000e-06,-0.036
5.498000e-06,-0.03
5.500000e-06,-0.04
5.502000e-06,-0.034
5.504000e-06,-0.044
5.506000e-06,-0.038
5.508000e-06,-0.048
5.510000e-06,-0.042
5.512000e-06,-0.052
5.514000e-06,-0.044
5.516000e-06,-0.052
5.518000e-06,-0.048
5.520000e-06,-0.052
5.522000e-06,-0.048
5.524000e-06,-0.054
5.526000e-06,-0.05
5.528000e-06,-0.056
5.530000e-06,-0.052
5.532000e-06,-0.058
5.534000e-06,-0.052
5.536000e-06,-0.058
5.538000e-06,-0.054
5.540000e-06,-0.06
5.542000e-06,-0.056
5.544000e-06,-0.062
5.546000e-06,-0.056
5.548000e-06,-0.06
5.550000e-06,-0.056
5.552000e-06,-0.062
5.554000e-06,-0.058
5.556000e-06,-0.062
5.558000e-06,-0.06
5.560000e-06,-0.062
5.562000e-06,-0.06
5.564000e-06,-0.062
5.566000e-06,-0.06
5.568000e-06,-0.062
5.570000e-06,-0.058
5.572000e-06,-0.06
5.574000e-06,-0.058
5.576000e-06,-0.058
5.578000e-06,-0.054
5.580000e-06,-0.054
5.582000e-06,-0.05
5.584000e-06,-0.05
5.586000e-06,-0.042
5.588000e-06,-0.042
5.590000e-06,-0.032
5.592000e-06,-0.03
5.594000e-06,0
5.596000e-06,0.008
5.598000e-06,0.072
5.600000e-06,0.082
5.602000e-06,0.144
5.604000e-06,0.146
5.606000e-06,0.162
5.608000e-06,0.14
5.610000e-06,0.16
5.612000e-06,0.118
5.614000e-06,0.138
5.616000e-06,0.108
5.618000e-06,0.116
5.620000e-06,0.104
5.622000e-06,0.108
5.624000e-06,0.094
5.626000e-06,0.104
5.628000e-06,0.082
5.630000e-06,0.094
5.632000e-06,0.068
5.634000e-06,0.082
5.636000e-06,0.06
5.638000e-06,0.066
5.640000e-06,0.052
5.642000e-06,0.06
5.644000e-06,0.046
5.646000e-06,0.052
5.648000e-06,0.038
5.650000e-06,0.044
5.652000e-06,0.028
5.654000e-06,0.038
5.656000e-06,0.022
5.658000e-06,0.028
5.660000e-06,0.016
5.662000e-06,0.022
5.664000e-06,0.008
5.666000e-06,0.014
5.668000e-06,0
5.670000e-06,0.006
5.672000e-06,-0.006
5.674000e-06,0
5.676000e-06,-0.014
5.678000e-06,-0.006
5.680000e-06,-0.018
5.682000e-06,-0.012
5.684000e-06,-0.024
5.686000e-06,-0.016
5.688000e-06,-0.028
5.690000e-06,-0.022
5.692000e-06,-0.032
5.694000e-06,-0.028
5.696000e-06,-0.036
5.698000e-06,-0.032
5.700000e-06,-0.038
5.702000e-06,-0.036
5.704000e-06,-0.046
5.706000e-06,-0.04
5.708000e-06,-0.046
5.710000e-06,-0.044
5.712000e-06,-0.052
5.714000e-06,-0.046
5.716000e-06,-0.052
5.718000e-06,-0.048
5.720000e-06,-0.052
5.722000e-06,-0.05
5.724000e-06,-0.054
5.726000e-06,-0.05
5.728000e-06,-0.054
5.730000e-06,-0.052
5.732000e-06,-0.056
5.734000e-06,-0.052
5.736000e-06,-0.056
5.738000e-06,-0.052
5.740000e-06,-0.06
5.742000e-06,-0.056
5.744000e-06,-0.06
5.746000e-06,-0.056
5.748000e-06,-0.06
5.750000e-06,-0.058
5.752000e-06,-0.06
5.754000e-06,-0.058
5.756000e-06,-0.064
5.758000e-06,-0.058
5.760000e-06,-0.064
5.762000e-06,-0.058
5.764000e-06,-0.064
5.766000e-06,-0.06
5.768000e-06,-0.062
5.770000e-06,-0.058
5.772000e-06,-0.062
5.774000e-06,-0.058
5.776000e-06,-0.058
5.778000e-06,-0.052
5.780000e-06,-0.054
5.782000e-06,-0.05
5.784000e-06,-0.05
5.786000e-06,-0.042
5.788000e-06,-0.042
5.790000e-06,-0.034
5.792000e-06,-0.032
5.794000e-06,-0.002
5.796000e-06,0.004
5.798000e-06,0.072
5.800000e-06,0.082
5.802000e-06,0.142
5.804000e-06,0.148
5.806000e-06,0.162
5.808000e-06,0.138
5.810000e-06,0.158
5.812000e-06,0.114
5.814000e-06,0.134
5.816000e-06,0.106
5.818000e-06,0.114
5.820000e-06,0.104
5.822000e-06,0.108
5.824000e-06,0.094
5.826000e-06,0.104
5.828000e-06,0.082
5.830000e-06,0.094
5.832000e-06,0.07
5.834000e-06,0.08
5.836000e-06,0.058
5.838000e-06,0.07
5.840000e-06,0.052
5.842000e-06,0.058
5.844000e-06,0.046
5.846000e-06,0.052
5.848000e-06,0.038
5.850000e-06,0.044
5.852000e-06,0.032
5.854000e-06,0.034
5.856000e-06,0.022
5.858000e-06,0.028
5.860000e-06,0.014
5.862000e-06,0.02
5.864000e-06,0.008
5.866000e-06,0.016
5.868000e-06,0
5.870000e-06,0.008
5.872000e-06,-0.006
5.874000e-06,0
5.876000e-06,-0.012
5.878000e-06,-0.008
5.880000e-06,-0.018
5.882000e-06,-0.014
5.884000e-06,-0.024
5.886000e-06,-0.018
5.888000e-06,-0.026
5.890000e-06,-0.022
5.892000e-06,-0.032
5.894000e-06,-0.026
5.896000e-06,-0.036
5.898000e-06,-0.032
5.900000e-06,-0.042
5.902000e-06,-0.034
5.904000e-06,-0.044
5.906000e-06,-0.038
5.908000e-06,-0.048
5.910000e-06,-0.042
5.912000e-06,-0.05
5.914000e-06,-0.046
5.916000e-06,-0.052
5.918000e-06,-0.048
5.920000e-06,-0.052
5.922000e-06,-0.048
5.924000e-06,-0.052
5.926000e-06,-0.05
5.928000e-06,-0.056
5.930000e-06,-0.052
5.932000e-06,-0.056
5.934000e-06,-0.052
5.936000e-06,-0.056
5.938000e-06,-0.054
5.940000e-06,-0.06
5.942000e-06,-0.056
5.944000e-06,-0.06
5.946000e-06,-0.058
5.948000e-06,-0.06
5.950000e-06,-0.056
5.952000e-06,-0.062
5.954000e-06,-0.058
5.956000e-06,-0.062
5.958000e-06,-0.058
5.960000e-06,-0.064
5.962000e-06,-0.058
5.964000e-06,-0.064
5.966000e-06,-0.06
5.968000e-06,-0.062
5.970000e-06,-0.058
5.972000e-06,-0.06
5.974000e-06,-0.058
5.976000e-06,-0.058
5.978000e-06,-0.054
5.980000e-06,-0.056
5.982000e-06,-0.05
5.984000e-06,-0.048
5.986000e-06,-0.042
5.988000e-06,-0.044
5.990000e-06,-0.03
5.992000e-06,-0.03
5.994000e-06,0.002
5.996000e-06,0.006
5.998000e-06,0.072
6.000000e-06,0.082
6.002000e-06,0.142
6.004000e-06,0.146
6.006000e-06,0.162
6.008000e-06,0.14
6.010000e-06,0.16
6.012000e-06,0.118
6.014000e-06,0.136
6.016000e-06,0.108
6.018000e-06,0.114
6.020000e-06,0.104
6.022000e-06,0.108
6.024000e-06,0.096
6.026000e-06,0.104
6.028000e-06,0.082
6.030000e-06,0.094
6.032000e-06,0.068
6.034000e-06,0.078
6.036000e-06,0.058
6.038000e-06,0.068
6.040000e-06,0.052
6.042000e-06,0.058
6.044000e-06,0.046
6.046000e-06,0.052
6.048000e-06,0.036
6.050000e-06,0.044
6.052000e-06,0.028
6.054000e-06,0.034
6.056000e-06,0.02
6.058000e-06,0.028
6.060000e-06,0.014
6.062000e-06,0.022
6.064000e-06,0.006
6.066000e-06,0.016
6.068000e-06,-0.002
6.070000e-06,0.008
6.072000e-06,-0.006
6.074000e-06,-0.002
6.076000e-06,-0.012
6.078000e-06,-0.006
6.080000e-06,-0.018
6.082000e-06,-0.012
6.084000e-06,-0.022
6.086000e-06,-0.016
6.088000e-06,-0.026
6.090000e-06,-0.024
6.092000e-06,-0.032
6.094000e-06,-0.026
6.096000e-06,-0.036
6.098000e-06,-0.03
6.100000e-06,-0.038
6.102000e-06,-0.036
6.104000e-06,-0.044
6.106000e-06,-0.04
6.108000e-06,-0.048
6.110000e-06,-0.044
6.112000e-06,-0.05
6.114000e-06,-0.048
6.116000e-06,-0.052
6.118000e-06,-0.048
6.120000e-06,-0.052
6.122000e-06,-0.048
6.124000e-06,-0.052
6.126000e-06,-0.05
6.128000e-06,-0.056
6.130000e-06,-0.052
6.132000e-06,-0.058
6.134000e-06,-0.054
6.136000e-06,-0.058
6.138000e-06,-0.056
6.140000e-06,-0.058
6.142000e-06,-0.054
6.144000e-06,-0.058
6.146000e-06,-0.056
6.148000e-06,-0.062
6.150000e-06,-0.056
6.152000e-06,-0.058
6.154000e-06,-0.056
6.156000e-06,-0.062
6.158000e-06,-0.058
6.160000e-06,-0.062
6.162000e-06,-0.058
6.164000e-06,-0.064
6.166000e-06,-0.06
6.168000e-06,-0.064
6.170000e-06,-0.058
6.172000e-06,-0.06
6.174000e-06,-0.056
6.176000e-06,-0.06
6.178000e-06,-0.052
6.180000e-06,-0.054
6.182000e-06,-0.05
6.184000e-06,-0.048
6.186000e-06,-0.044
6.188000e-06,-0.044
6.190000e-06,-0.032
6.192000e-06,-0.032
6.194000e-06,0
6.196000e-06,0.006
6.198000e-06,0.072
6.200000e-06,0.082
6.202000e-06,0.142
6.204000e-06,0.146
6.206000e-06,0.16
6.208000e-06,0.14
6.210000e-06,0.16
6.212000e-06,0.116
6.214000e-06,0.136
6.216000e-06,0.108
6.218000e-06,0.114
6.220000e-06,0.104
6.222000e-06,0.108
6.224000e-06,0.094
6.226000e-06,0.104
6.228000e-06,0.082
6.230000e-06,0.094
6.232000e-06,0.07
6.234000e-06,0.08
6.236000e-06,0.058
6.238000e-06,0.07
6.240000e-06,0.052
6.242000e-06,0.058
6.244000e-06,0.046
6.246000e-06,0.054
6.248000e-06,0.036
6.250000e-06,0.046
6.252000e-06,0.03
6.254000e-06,0.036
6.256000e-06,0.02
6.258000e-06,0.028
6.260000e-06,0.012
6.262000e-06,0.022
6.264000e-06,0.008
6.266000e-06,0.014
6.268000e-06,-0.002
6.270000e-06,0.008
6.272000e-06,-0.008
6.274000e-06,0.002
6.276000e-06,-0.014
6.278000e-06,-0.006
6.280000e-06,-0.018
6.282000e-06,-0.012
6.284000e-06,-0.024
6.286000e-06,-0.018
6.288000e-06,-0.03
6.290000e-06,-0.024
6.292000e-06,-0.032
6.294000e-06,-0.028
6.296000e-06,-0.036
6.298000e-06,-0.032
6.300000e-06,-0.038
6.302000e-06,-0.036
6.304000e-06,-0.044
6.306000e-06,-0.038
6.308000e-06,-0.046
6.310000e-06,-0.044
6.312000e-06,-0.05
6.314000e-06,-0.046
6.316000e-06,-0.052
6.318000e-06,-0.048
6.320000e-06,-0.054
6.322000e-06,-0.048
6.324000e-06,-0.054
6.326000e-06,-0.05
6.328000e-06,-0.056
6.330000e-06,-0.052
6.332000e-06,-0.056
6.334000e-06,-0.054
6.336000e-06,-0.058
6.338000e-06,-0.056
6.340000e-06,-0.06
6.342000e-06,-0.056
6.344000e-06,-0.06
6.346000e-06,-0.056
6.348000e-06,-0.06
6.350000e-06,-0.058
6.352000e-06,-0.062
6.354000e-06,-0.058
6.356000e-06,-0.064
6.358000e-06,-0.058
6.360000e-06,-0.062
6.362000e-06,-0.06
6.364000e-06,-0.062
6.366000e-06,-0.058
6.368000e-06,-0.064
6.370000e-06,-0.06
6.372000e-06,-0.06
6.374000e-06,-0.056
6.376000e-06,-0.058
6.378000e-06,-0.054
6.380000e-06,-0.056
6.382000e-06,-0.05
6.384000e-06,-0.048
6.386000e-06,-0.042
6.388000e-06,-0.044
6.390000e-06,-0.032
6.392000e-06,-0.032
6.394000e-06,0
6.396000e-06,0.006
6.398000e-06,0.07
6.400000e-06,0.08
6.402000e-06,0.142
6.404000e-06,0.146
6.406000e-06,0.162
6.408000e-06,0.14
6.410000e-06,0.16
6.412000e-06,0.116
6.414000e-06,0.136
6.416000e-06,0.108
6.418000e-06,0.114
6.420000e-06,0.104
6.422000e-06,0.108
6.424000e-06,0.096
6.426000e-06,0.104
6.428000e-06,0.082
6.430000e-06,0.094
6.432000e-06,0.07
6.434000e-06,0.08
6.436000e-06,0.056
6.438000e-06,0.068
6.440000e-06,0.05
6.442000e-06,0.058
6.444000e-06,0.044
6.446000e-06,0.052
6.448000e-06,0.038
6.450000e-06,0.044
6.452000e-06,0.028
6.454000e-06,0.038
6.456000e-06,0.02
6.458000e-06,0.03
6.460000e-06,0.016
6.462000e-06,0.022
6.464000e-06,0.006
6.466000e-06,0.016
6.468000e-06,0.002
6.470000e-06,0.006
6.472000e-06,-0.006
6.474000e-06,0.002
6.476000e-06,-0.012
6.478000e-06,-0.008
6.480000e-06,-0.018
6.482000e-06,-0.012
6.484000e-06,-0.024
6.486000e-06,-0.016
6.488000e-06,-0.03
6.490000e-06,-0.022
6.492000e-06,-0.032
6.494000e-06,-0.026
6.496000e-06,-0.034
6.498000e-06,-0.032
6.500000e-06,-0.04
6.502000e-06,-0.036
6.504000e-06,-0.044
6.506000e-06,-0.04
6.508000e-06,-0.046
6.510000e-06,-0.044
6.512000e-06,-0.05
6.514000e-06,-0.046
6.516000e-06,-0.052
6.518000e-06,-0.05
6.520000e-06,-0.052
6.522000e-06,-0.05
6.524000e-06,-0.052
6.526000e-06,-0.05
6.528000e-06,-0.056
6.530000e-06,-0.052
6.532000e-06,-0.056
6.534000e-06,-0.052
6.536000e-06,-0.058
6.538000e-06,-0.054
6.540000e-06,-0.058
6.542000e-06,-0.056
6.544000e-06,-0.058
6.546000e-06,-0.056
6.548000e-06,-0.06
6.550000e-06,-0.058
6.552000e-06,-0.062
6.554000e-06,-0.058
6.556000e-06,-0.064
6.558000e-06,-0.06
6.560000e-06,-0.062
6.562000e-06,-0.06
6.564000e-06,-0.064
6.566000e-06,-0.06
6.568000e-06,-0.064
6.570000e-06,-0.06
6.572000e-06,-0.06
6.574000e-06,-0.056
6.576000e-06,-0.058
6.578000e-06,-0.054
6.580000e-06,-0.056
6.582000e-06,-0.046
6.584000e-06,-0.048
6.586000e-06,-0.044
6.588000e-06,-0.042
6.590000e-06,-0.034
6.592000e-06,-0.032
6.594000e-06,-0.002
6.596000e-06,0.004
6.598000e-06,0.074
6.600000e-06,0.08
6.602000e-06,0.14
6.604000e-06,0.146
6.606000e-06,0.162
6.608000e-06,0.14
6.610000e-06,0.16
6.612000e-06,0.116
6.614000e-06,0.136
6.616000e-06,0.106
6.618000e-06,0.116
6.620000e-06,0.104
6.622000e-06,0.11
6.624000e-06,0.096
6.626000e-06,0.104
6.628000e-06,0.08
6.630000e-06,0.096
6.632000e-06,0.066
6.634000e-06,0.08
6.636000e-06,0.06
6.638000e-06,0.066
6.640000e-06,0.05
6.642000e-06,0.058
6.644000e-06,0.044
6.646000e-06,0.052
6.648000e-06,0.036
6.650000e-06,0.044
6.652000e-06,0.028
6.654000e-06,0.038
6.656000e-06,0.02
6.658000e-06,0.03
6.660000e-06,0.014
6.662000e-06,0.024
6.664000e-06,0.008
6.666000e-06,0.014
6.668000e-06,0
6.670000e-06,0.006
6.672000e-06,-0.008
6.674000e-06,0
6.676000e-06,-0.014
6.678000e-06,-0.006
6.680000e-06,-0.016
6.682000e-06,-0.012
6.684000e-06,-0.022
6.686000e-06,-0.018
6.688000e-06,-0.026
6.690000e-06,-0.024
6.692000e-06,-0.032
6.694000e-06,-0.028
6.696000e-06,-0.036
6.698000e-06,-0.032
6.700000e-06,-0.04
6.702000e-06,-0.034
6.704000e-06,-0.044
6.706000e-06,-0.038
6.708000e-06,-0.048
6.710000e-06,-0.044
6.712000e-06,-0.05
6.714000e-06,-0.048
6.716000e-06,-0.052
6.718000e-06,-0.048
6.720000e-06,-0.052
6.722000e-06,-0.05
6.724000e-06,-0.052
6.726000e-06,-0.05
6.728000e-06,-0.054
6.730000e-06,-0.052
6.732000e-06,-0.056
6.734000e-06,-0.052
6.736000e-06,-0.058
6.738000e-06,-0.054
6.740000e-06,-0.058
6.742000e-06,-0.056
6.744000e-06,-0.058
6.746000e-06,-0.058
6.748000e-06,-0.06
6.750000e-06,-0.058
6.752000e-06,-0.062
6.754000e-06,-0.058
6.756000e-06,-0.064
6.758000e-06,-0.058
6.760000e-06,-0.062
6.762000e-06,-0.06
6.764000e-06,-0.062
6.766000e-06,-0.06
6.768000e-06,-0.062
6.770000e-06,-0.06
6.772000e-06,-0.062
6.774000e-06,-0.058
6.776000e-06,-0.058
6.778000e-06,-0.054
6.780000e-06,-0.054
6.782000e-06,-0.048
6.784000e-06,-0.05
6.786000e-06,-0.042
6.788000e-06,-0.044
6.790000e-06,-0.032
6.792000e-06,-0.032
6.794000e-06,0
6.796000e-06,0.006
6.798000e-06,0.072
6.800000e-06,0.082
6.802000e-06,0.142
6.804000e-06,0.146
6.806000e-06,0.162
6.808000e-06,0.14
6.810000e-06,0.158
6.812000e-06,0.116
6.814000e-06,0.138
6.816000e-06,0.106
6.818000e-06,0.114
6.820000e-06,0.102
6.822000e-06,0.108
6.824000e-06,0.094
6.826000e-06,0.104
6.828000e-06,0.082
6.830000e-06,0.096
6.832000e-06,0.068
6.834000e-06,0.082
6.836000e-06,0.06
6.838000e-06,0.068
6.840000e-06,0.052
6.842000e-06,0.058
6.844000e-06,0.046
6.846000e-06,0.05
6.848000e-06,0.036
6.850000e-06,0.044
6.852000e-06,0.026
6.854000e-06,0.038
6.856000e-06,0.02
6.858000e-06,0.028
6.860000e-06,0.012
6.862000e-06,0.024
6.864000e-06,0.008
6.866000e-06,0.016
6.868000e-06,-0.002
6.870000e-06,0.006
6.872000e-06,-0.008
6.874000e-06,0
6.876000e-06,-0.014
6.878000e-06,-0.008
6.880000e-06,-0.018
6.882000e-06,-0.012
6.884000e-06,-0.024
6.886000e-06,-0.018
6.888000e-06,-0.026
6.890000e-06,-0.022
6.892000e-06,-0.03
6.894000e-06,-0.026
6.896000e-06,-0.036
6.898000e-06,-0.032
6.900000e-06,-0.04
6.902000e-06,-0.036
6.904000e-06,-0.044
6.906000e-06,-0.04
6.908000e-06,-0.048
6.910000e-06,-0.042
6.912000e-06,-0.05
6.914000e-06,-0.046
6.916000e-06,-0.052
6.918000e-06,-0.048
6.920000e-06,-0.052
6.922000e-06,-0.048
